,Job Title,Location,Size,Type of ownership,Industry,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel,job_simp,seniority
163,Senior Scientist - Neuroscience,"Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,100,190,145,MA,1,0,0,0,1,na,senior
164,Senior Data Analyst,"Herndon, VA",201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,0,0,43,80,61.5,VA,1,0,0,0,1,analyst,senior
165,Medical Lab Scientist,"West Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,34,48,20.5,PA,0,0,0,0,0,na,na
166,"Risk and Analytics IT, Data Scientist","Madison, WI",51 to 200 employees,Government,Investment Banking & Asset Management,Finance,0,0,91,149,120,WI,1,0,0,0,0,data scientist,na
167,"Scientist, Analytical Development","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,42,82,62,MA,0,0,0,0,0,na,na
168,Senior Data Scientist,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,185,150.5,CA,1,0,1,0,0,data scientist,senior
169,Analytics Manager,"Dearborn, MI",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,0,0,59,116,87.5,MI,0,0,0,0,1,manager,na
170,Data Engineer,"Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,0,0,48,95,71.5,FL,1,0,1,1,1,data engineer,na
171,Digital Marketing & ECommerce Data Analyst,"San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,0,0,31,72,51.5,CA,0,0,0,0,1,analyst,na
172,Sr. Scientist - Digital & Image Analysis/Computational Pathology,"San Diego, CA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,105,198,151.5,CA,0,0,0,0,1,na,senior
173,Senior Data Analyst,"Hamilton, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,55,100,77.5,NJ,1,0,0,0,1,analyst,senior
174,Principal Scientist - Immunologist,"Boston, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,98,182,140,MA,0,0,0,0,1,na,senior
175,Senior Data Scientist,"Woodbridge, NJ",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,73,124,98.5,NJ,0,0,0,0,1,data scientist,senior
176,Principal Data Scientist with over 10 years experience,"San Francisco, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,0,1,200,250,225,CA,1,0,0,1,1,data scientist,senior
177,MED TECH/LAB SCIENTIST - LABORATORY,"Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
178,"Sr. Scientist, Quantitative Translational Sciences","Boston, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,117,206,161.5,MA,0,0,0,0,0,na,senior
179,Sr. Data Scientist II,"New York, NY",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,0,0,111,183,147,NY,1,0,1,1,0,data scientist,senior
180,Excel / VBA / SQL Data Analyst,"Springfield, MO",501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",0,0,44,78,61,MO,0,0,0,0,1,analyst,na
181,Machine Learning Research Scientist,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,159,120,PA,1,0,0,0,0,mle,na
182,"VP, Data Science","Phoenix, AZ",1001 to 5000 employees,Company - Public,Lending,Finance,0,0,83,166,124.5,AZ,1,0,0,0,1,na,na
183,Senior Data Scientist,"Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,0,0,114,182,148,CA,1,0,0,0,0,data scientist,senior
184,Radar Data Analyst,"Huntsville, AL",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,42,76,59,AL,1,0,0,0,1,analyst,na
185,PL Actuarial-Lead Data Scientist,"Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,0,0,114,179,146.5,MA,1,0,0,0,1,data scientist,senior
186,PV Scientist,"Newton, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,60,123,91.5,MA,0,0,0,0,1,na,na
187,Senior Data & Machine Learning Scientist,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,100,166,133,IL,1,0,0,1,0,mle,senior
188,Principal Data Scientist (Computational Chemistry),"Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,108,173,140.5,UT,1,0,0,1,0,data scientist,senior
189,Data Engineer,"Lafayette, LA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,48,93,70.5,LA,0,0,0,0,1,data engineer,na
190,"Principal Scientist, Chemistry & Immunology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
191,Software Engineer - Data Visualization,"Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,60,127,93.5,MD,0,0,0,0,1,na,na
192,"Scientist/Senior Scientist, Autoimmune","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,90,179,134.5,MA,0,0,0,0,0,na,senior
193,Staff Machine Learning Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,138,224,181,CA,1,0,1,0,0,mle,na
194,"Principal Scientist, Hematology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
195,Lead Data Engineer,"Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,0,0,190,220,205,CA,1,0,1,1,0,data engineer,senior
196,Marketing Data Analyst,"Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,35,62,48.5,CA,0,0,0,0,1,analyst,na
197,Medical Laboratory Scientist,"Burleson, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,36,50,21.5,TX,0,0,0,1,0,na,na
198,R&D Specialist/ Food Scientist,"Hoopeston, IL",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,39,66,52.5,IL,0,0,0,0,0,na,na
199,Senior Research Scientist-Machine Learning,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,167,124,PA,0,0,0,0,0,mle,senior
200,Analytics Manager - Data Mart,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,42,86,64,CA,0,0,0,0,0,manager,na
201,Sr. Data Engineer - Contract-to-Hire (Java),"Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,0,0,69,127,98,TN,1,0,0,0,0,data engineer,senior
202,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,"Millville, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
203,Food Scientist - Developer,"Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,40,68,54,WI,0,0,0,0,0,na,na
204,Staff Scientist-Downstream Process Development,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,1,na,na
205,Sr. Data Engineer,"Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,0,0,75,140,107.5,IL,0,0,0,0,0,data engineer,senior
206,Data Scientist - Quantitative,"Chicago, IL",501 to 1000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,0,0,86,139,112.5,IL,1,0,0,1,1,data scientist,na
207,Data Scientist,"Herndon, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,66,112,89,VA,1,0,1,0,1,data scientist,na
208,Senior Research Statistician- Data Scientist,"Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,76,125,100.5,WI,0,0,0,0,0,data scientist,senior
209,"Business Data Analyst, SQL","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,44,86,65,NY,0,0,0,0,1,analyst,na
210,Medical Technologist / Clinical Laboratory Scientist,"New Orleans, LA",10000+ employees,Government,Federal Agencies,Government,1,0,30,50,20,LA,0,0,0,0,0,na,na
211,Data Scientist,"Dallas, TX",201 to 500 employees,Subsidiary or Business Segment,Consulting,Business Services,0,0,53,92,72.5,TX,1,0,1,1,1,data scientist,na
212,Senior Data Analyst,"Clearwater, FL",501 to 1000 employees,Company - Private,Security Services,Business Services,0,0,44,78,61,FL,1,0,0,0,1,analyst,senior
213,BI & Platform Analytics Manager,"Ewing, NJ",1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,0,0,85,134,109.5,NJ,1,0,0,0,1,manager,na
214,Data Engineer,"Cambridge, MA",51 to 200 employees,Company - Private,Internet,Information Technology,0,0,59,110,84.5,MA,1,0,1,0,0,data engineer,na
215,Data Scientist,"Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,0,0,64,111,87.5,IL,0,0,0,0,0,data scientist,na
216,Data Analyst,"San Mateo, CA",1001 to 5000 employees,Company - Public,Video Games,Media,0,0,65,120,92.5,CA,1,1,0,0,1,analyst,na
217,Associate Data Scientist/Computer Scientist,"McLean, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,60,103,81.5,VA,1,0,1,0,0,data scientist,na
218,Business Intelligence Analyst / Developer,"Dayton, OH",1001 to 5000 employees,Company - Private,Trucking,Transportation & Logistics,0,0,53,105,79,OH,0,0,0,0,0,analyst,na
219,Lead Data Scientist,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,124,204,164,MA,1,0,1,1,0,data scientist,senior
220,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,131,207,169,CA,1,0,1,0,1,data scientist,senior
221,Senior Data Scientist,"Cupertino, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,0,0,110,174,142,CA,1,0,1,1,1,data scientist,senior
222,Data Analyst,"Parlier, CA",501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,0,0,33,62,47.5,CA,0,0,0,0,1,analyst,na
223,Pricipal Scientist Molecular and cellular biologist,"Boston, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,52,101,76.5,MA,0,0,0,0,1,na,na
224,Data Analyst,"San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,48,90,69,CA,1,0,0,0,1,analyst,na
225,Data Analyst,"Meridian, ID",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,34,64,49,ID,1,1,0,0,1,analyst,na
226,Staff Data Scientist,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,132,211,171.5,CA,1,0,0,1,0,data scientist,na
227,"Data Scientist (Actuary, FSA or ASA)","Frederick, MD",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,0,0,81,133,107,MD,1,0,0,0,1,data scientist,na
228,System and Data Analyst,"Cherry Hill, NJ",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,42,76,59,NJ,0,0,0,0,1,analyst,na
229,Data Scientist,"Indianapolis, IN",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,66,111,88.5,IN,0,0,0,1,0,data scientist,na
230,Data Engineer 5 - Contract (Remote),"Riverton, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,74,140,107,UT,0,0,0,0,1,data engineer,na
231,Digital Health Data Scientist,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,63,110,86.5,MA,1,0,0,1,1,data scientist,na
232,Data Scientist,"Louisville, KY",51 to 200 employees,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,0,0,63,105,84,KY,1,0,0,0,1,data scientist,na
233,Data & Analytics Consultant (NYC),"New York, NY",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,91,138,114.5,NY,1,0,0,0,1,na,na
234,Senior Scientist - Neuroscience,"Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,100,190,145,MA,1,0,0,0,1,na,senior
235,Data Engineer,"Nashville, TN",1001 to 5000 employees,Company - Public,Internet,Information Technology,0,0,62,114,88,TN,1,0,1,1,1,data engineer,na
236,Big Data Engineer - Chicago - Future Opportunity,"Chicago, IL",501 to 1000 employees,Company - Private,Internet,Information Technology,0,0,71,129,100,IL,1,0,1,1,0,data engineer,na
237,Senior Data Analyst,"Herndon, VA",201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,0,0,43,80,61.5,VA,1,0,0,0,1,analyst,senior
238,Data Scientist,"Portland, OR",1001 to 5000 employees,Company - Public,Advertising & Marketing,Business Services,0,0,74,119,96.5,OR,1,0,1,0,0,data scientist,na
239,Survey Data Analyst,"Minneapolis, MN",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,55,97,76,MN,1,0,0,0,1,analyst,na
240,Data Scientist,"Port Washington, NY",1001 to 5000 employees,Company - Private,Research & Development,Business Services,0,0,15,16,15.5,NY,0,0,0,0,1,data scientist,na
241,Data Scientist,"Austin, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,0,0,61,106,83.5,TX,1,0,0,0,1,data scientist,na
242,"Risk and Analytics IT, Data Scientist","Madison, WI",51 to 200 employees,Government,Investment Banking & Asset Management,Finance,0,0,91,149,120,WI,1,0,0,0,0,data scientist,na
243,Data Scientist,"South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,127,199,163,CA,0,0,0,0,1,data scientist,na
244,Lead Health Data Analyst - Front End,"Providence, RI",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74,126,100,RI,0,0,0,1,0,analyst,senior
245,Research Scientist,"Omaha, NE",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,0,0,33,72,52.5,NE,0,0,0,0,1,na,na
246,Medical Lab Scientist,"West Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,34,48,20.5,PA,0,0,0,0,0,na,na
247,Junior Data Analyst,"Washington, DC",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,37,63,50,DC,0,0,0,0,1,analyst,na
248,SQL Data Engineer,"Austin, TX",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,67,119,93,TX,1,0,0,1,0,data engineer,na
249,Data Scientist,"Cincinnati, OH",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,0,0,72,117,94.5,OH,1,0,0,0,0,data scientist,na
250,Senior Data Scientist,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,185,150.5,CA,1,0,1,0,0,data scientist,senior
251,Data Scientist,"Raleigh, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,0,0,78,126,102,NC,1,0,1,1,1,data scientist,na
252,"Scientist, Analytical Development","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,42,82,62,MA,0,0,0,0,0,na,na
253,Analytics Manager,"Dearborn, MI",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,0,0,59,116,87.5,MI,0,0,0,0,1,manager,na
254,Clinical Data Scientist,"Groton, CT",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,63,105,84,CT,0,0,0,1,1,data scientist,na
255,Data Scientist,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,109,177,143,VA,1,0,0,1,0,data scientist,na
256,"Sr. Data Scientist, Cyber-Security LT Contract","Phila, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,116,194,155,PA,1,0,1,1,1,data scientist,senior
257,Data Engineer,"Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,0,0,48,95,71.5,FL,1,0,1,1,1,data engineer,na
258,Data Scientist,"Oakland, CA",51 to 200 employees,Company - Private,Insurance Carriers,Insurance,0,0,83,133,108,CA,1,0,1,0,0,data scientist,na
259,Sr. Scientist - Digital & Image Analysis/Computational Pathology,"San Diego, CA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,105,198,151.5,CA,0,0,0,0,1,na,senior
260,Digital Marketing & ECommerce Data Analyst,"San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,0,0,31,72,51.5,CA,0,0,0,0,1,analyst,na
261,Principal Scientist - Immunologist,"Boston, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,98,182,140,MA,0,0,0,0,1,na,senior
262,Senior Data Analyst,"Hamilton, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,55,100,77.5,NJ,1,0,0,0,1,analyst,senior
263,Insurance Financial Data Analyst,"Boise, ID",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,0,0,45,82,63.5,ID,0,0,0,0,1,analyst,na
264,Data Scientist,"San Francisco, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,0,0,83,135,109,CA,1,0,0,0,0,data scientist,na
265,Data Scientist,"Oak Ridge, TN",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,70,122,96,TN,1,0,0,0,0,data scientist,na
266,Principal Data Scientist with over 10 years experience,"San Francisco, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,0,1,200,250,225,CA,1,0,0,1,1,data scientist,senior
267,Data Engineer,"Agoura Hills, CA",1001 to 5000 employees,Company - Public,Lending,Finance,0,0,70,132,101,CA,1,0,0,1,1,data engineer,na
268,Senior Data Scientist,"Woodbridge, NJ",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,73,124,98.5,NJ,0,0,0,0,1,data scientist,senior
269,Data Engineer I - Azure,"Pella, IA",1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,0,0,54,101,77.5,IA,0,0,0,0,1,data engineer,na
270,"Sr. Scientist, Quantitative Translational Sciences","Boston, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,117,206,161.5,MA,0,0,0,0,0,na,senior
271,MED TECH/LAB SCIENTIST - LABORATORY,"Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
272,Sr. Data Scientist II,"New York, NY",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,0,0,111,183,147,NY,1,0,1,1,0,data scientist,senior
273,Data Scientist,"San Ramon, CA",10000+ employees,Company - Public,IT Services,Information Technology,0,0,68,112,90,CA,1,0,0,0,1,data scientist,na
274,Information Security Data Analyst,"Red Bank, NJ",501 to 1000 employees,Company - Public,Banks & Credit Unions,Finance,0,0,42,74,58,NJ,0,0,0,1,0,analyst,na
275,Excel / VBA / SQL Data Analyst,"Springfield, MO",501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",0,0,44,78,61,MO,0,0,0,0,1,analyst,na
276,Machine Learning Research Scientist,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,159,120,PA,1,0,0,0,0,mle,na
277,Data Scientist,"New York, NY",1001 to 5000 employees,Company - Public,Auctions & Galleries,Retail,0,0,95,161,128,NY,1,0,0,0,0,data scientist,na
278,Data Scientist,"Hillsboro, OR",1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,0,0,75,124,99.5,OR,1,0,1,1,1,data scientist,na
279,Data Scientist,"Detroit, MI",1001 to 5000 employees,Company - Private,Real Estate,Real Estate,0,0,72,120,96,MI,1,0,0,0,0,data scientist,na
280,Data Scientist,"Washington, DC",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,76,126,101,DC,1,0,0,0,1,data scientist,na
281,Senior Data Scientist,"Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,0,0,114,182,148,CA,1,0,0,0,0,data scientist,senior
282,"Data Scientist, Senior","Fort Belvoir, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,108,176,142,VA,1,0,0,1,0,data scientist,senior
283,Senior Data Scientist,"Palo Alto, CA",1 to 50 employees,Company - Private,K-12 Education,Education,0,0,130,208,169,CA,0,0,0,1,1,data scientist,senior
284,"VP, Data Science","Phoenix, AZ",1001 to 5000 employees,Company - Public,Lending,Finance,0,0,83,166,124.5,AZ,1,0,0,0,1,na,na
285,Radar Data Analyst,"Huntsville, AL",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,42,76,59,AL,1,0,0,0,1,analyst,na
286,CONSULTANT– DATA ANALYTICS GROUP,"San Diego, CA",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,37,68,52.5,CA,1,0,0,0,0,na,na
287,Data Engineer,"Houston, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,52,99,75.5,TX,0,0,1,0,0,data engineer,na
288,Senior Data Scientist,"Armonk, NY",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,0,0,105,173,139,NY,1,0,0,0,1,data scientist,senior
289,"Data Engineer, Data Engineering and Artifical Intelligence","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,71,134,102.5,MA,1,0,1,1,1,data engineer,na
290,Staff Scientist,"Columbia, SC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,0,0,39,82,60.5,SC,0,0,0,0,0,na,na
291,PL Actuarial-Lead Data Scientist,"Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,0,0,114,179,146.5,MA,1,0,0,0,1,data scientist,senior
292,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,88,162,125,CA,0,0,0,0,1,na,na
293,Sr. Data Analyst,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,60,102,81,MA,1,0,0,0,0,analyst,senior
294,Senior Data & Machine Learning Scientist,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,100,166,133,IL,1,0,0,1,0,mle,senior
295,Program/Data Analyst,"Washington, DC",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,0,0,55,99,77,DC,0,0,0,0,1,analyst,na
296,Data Engineer,"Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,0,0,67,117,92,VA,0,0,0,0,0,data engineer,na
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,92,150,121,MA,0,0,0,0,0,data scientist,senior
298,"Principal Data Engineer, Data Platform & Insights","San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,209,162.5,CA,1,0,1,0,1,data engineer,senior
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,0,0,38,82,60,TX,0,0,0,0,0,na,na
300,Data Operations Lead,"San Francisco, CA",201 to 500 employees,Nonprofit Organization,-1,-1,0,1,85,90,87.5,CA,1,0,0,0,1,na,senior
301,Big Data Engineer,"Indianapolis, IN",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,62,119,90.5,IN,1,0,1,0,0,data engineer,na
302,Data Scientist / Machine Learning Expert,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,143,114.5,MA,1,0,0,0,0,data scientist,na
303,Data Scientist,"Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,0,0,93,149,121,CA,1,0,1,0,1,data scientist,na
304,Senior Data Scientist,"Dallas, TX",501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0,0,84,136,110,TX,0,0,0,0,0,data scientist,senior
305,PV Scientist,"Newton, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,60,123,91.5,MA,0,0,0,0,1,na,na
306,Clinical Data Analyst,"Portsmouth, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,0,0,52,89,70.5,VA,0,0,0,0,0,analyst,na
307,Data Engineer,"Lafayette, LA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,48,93,70.5,LA,0,0,0,0,1,data engineer,na
308,Computational Chemist/Data Scientist,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,56,97,76.5,WA,1,0,0,0,0,data scientist,na
309,Data Engineer,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,65,119,92,MA,1,0,1,0,1,data engineer,na
310,Principal Data Scientist (Computational Chemistry),"Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,108,173,140.5,UT,1,0,0,1,0,data scientist,senior
311,Product Engineer – Data Science,"Arlington, VA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,63,101,82,VA,1,0,0,0,0,na,na
312,"Principal Scientist, Chemistry & Immunology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
313,"Scientist/Senior Scientist, Autoimmune","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,90,179,134.5,MA,0,0,0,0,0,na,senior
314,Data Scientist,"San Francisco, CA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,0,0,127,202,164.5,CA,0,0,0,0,0,data scientist,na
315,Market Data Analyst,"West Palm Beach, FL",201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,0,0,31,57,44,FL,0,0,0,0,0,analyst,na
316,Software Engineer - Data Visualization,"Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,60,127,93.5,MD,0,0,0,0,1,na,na
317,Data Engineer,"Herndon, VA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,75,143,109,VA,1,0,1,0,0,data engineer,na
318,Staff Data Engineer,"Austin, TX",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,105,194,149.5,TX,0,0,1,1,0,data engineer,na
